common,page,actions,displays,start,err,ts,dt
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""web"",""is_new"":""1"",""md"":""Xiaomi 10 Pro "",""mid"":""mid_788808"",""os"":""Android 10.0"",""uid"":""656"",""vc"":""v2.1.111""}","{""during_time"":""6831"",""item"":""22"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""get_coupon"",""item"":""3"",""item_type"":""coupon_id"",""ts"":1592103511415}]","[{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""26"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""4"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""query"",""item"":""32"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""8"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""18"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""5""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""5""}]",,,1592103508000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""web"",""is_new"":""1"",""md"":""Xiaomi 10 Pro "",""mid"":""mid_788808"",""os"":""Android 10.0"",""uid"":""656"",""vc"":""v2.1.111""}","{""during_time"":""9252"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103509000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""web"",""is_new"":""1"",""md"":""Xiaomi 10 Pro "",""mid"":""mid_788808"",""os"":""Android 10.0"",""uid"":""656"",""vc"":""v2.1.111""}","{""during_time"":""19854"",""item"":""31"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""favor_add"",""item"":""31"",""item_type"":""sku_id"",""ts"":1592103519927}]","[{""display_type"":""query"",""item"":""27"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""28"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""5"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""5""},{""display_type"":""query"",""item"":""2"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""}]",,,1592103510000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""web"",""is_new"":""1"",""md"":""Xiaomi 10 Pro "",""mid"":""mid_788808"",""os"":""Android 10.0"",""uid"":""656"",""vc"":""v2.1.111""}","{""during_time"":""3903"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103511000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""web"",""is_new"":""1"",""md"":""Xiaomi 10 Pro "",""mid"":""mid_788808"",""os"":""Android 10.0"",""uid"":""656"",""vc"":""v2.1.111""}","{""during_time"":""3095"",""item"":""6,24"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103512000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""web"",""is_new"":""1"",""md"":""Xiaomi 10 Pro "",""mid"":""mid_788808"",""os"":""Android 10.0"",""uid"":""656"",""vc"":""v2.1.111""}","{""during_time"":""3493"",""item"":""17,27"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103513000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":11775,""open_ad_id"":5,""open_ad_ms"":4448,""open_ad_skip_ms"":0}",,1592103505000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""9096"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""35"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""query"",""item"":""30"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""3"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""8"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""}]",,,1592103505000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""5074"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103506000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""3726"",""item"":""电视"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""2"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""query"",""item"":""13"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""}]",,,1592103507000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""16681"",""item"":""24"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""favor_add"",""item"":""24"",""item_type"":""sku_id"",""ts"":1592103513560},{""action_id"":""get_coupon"",""item"":""3"",""item_type"":""coupon_id"",""ts"":1592103519120}]","[{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""2"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""}]",,,1592103508000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""19888"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103509000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""8042"",""item"":null,""item_type"":null,""last_page_id"":""login"",""page_id"":""register"",""source_type"":null}",,,,,1592103510000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""15235"",""item"":""25"",""item_type"":""sku_id"",""last_page_id"":""register"",""page_id"":""good_detail"",""source_type"":""activity""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103518617}]","[{""display_type"":""promotion"",""item"":""25"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""29"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""25"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""35"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""10"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""10"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""7"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""26"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""3""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""1""}]",,,1592103511000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""13772"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}","[{""action_id"":""cart_add_num"",""item"":""9"",""item_type"":""sku_id"",""ts"":1592103518886}]",,,,1592103512000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""3192"",""item"":""5,22,29"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103513000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_435897"",""os"":""Android 11.0"",""uid"":""62"",""vc"":""v2.1.134""}","{""during_time"":""10052"",""item"":""4,23"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103514000,2020-06-14
"{""ar"":""440000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs"",""mid"":""mid_995171"",""os"":""iOS 13.2.3"",""uid"":""327"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":4052,""open_ad_id"":13,""open_ad_ms"":4117,""open_ad_skip_ms"":1530}",,1592103506000,2020-06-14
"{""ar"":""440000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs"",""mid"":""mid_995171"",""os"":""iOS 13.2.3"",""uid"":""327"",""vc"":""v2.1.134""}","{""during_time"":""9873"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""query"",""item"":""33"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""17"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""query"",""item"":""2"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""}]",,,1592103506000,2020-06-14
"{""ar"":""440000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs"",""mid"":""mid_995171"",""os"":""iOS 13.2.3"",""uid"":""327"",""vc"":""v2.1.134""}","{""during_time"":""10802"",""item"":""5"",""item_type"":""sku_id"",""last_page_id"":""home"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""get_coupon"",""item"":""3"",""item_type"":""coupon_id"",""ts"":1592103512401}]","[{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""34"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""}]",,,1592103507000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":15940,""open_ad_id"":12,""open_ad_ms"":8071,""open_ad_skip_ms"":6349}",,1592103506000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""18297"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""27"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""recommend"",""item"":""7"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""4"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""35"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""1""}]",,,1592103506000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""11371"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103507000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""14552"",""item"":""ps5"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""9"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""}]",,,1592103508000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""4389"",""item"":""23"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103511194}]","[{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""15"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""recommend"",""item"":""35"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""query"",""item"":""35"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""}]",,,1592103509000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""12683"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103510000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""3858"",""item"":""28"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103512929}]","[{""display_type"":""promotion"",""item"":""5"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""recommend"",""item"":""34"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""7"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""}]",,,1592103511000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""4937"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103512000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""8595"",""item"":""33,19,3"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103513000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs Max"",""mid"":""mid_216886"",""os"":""iOS 13.2.9"",""uid"":""438"",""vc"":""v2.1.134""}","{""during_time"":""15057"",""item"":""24"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,"{""error_code"":2948,""msg"":"" Exception in thread \\  java.net.SocketTimeoutException\\n \\tat com.atgugu.gmall2020.mock.bean.log.AppError.main(AppError.java:xxxxxx)""}",1592103514000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":18987,""open_ad_id"":18,""open_ad_ms"":4759,""open_ad_skip_ms"":0}",,1592103506000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""11369"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""14"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""},{""display_type"":""recommend"",""item"":""6"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""}]",,,1592103506000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""19634"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103507000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""3330"",""item"":""口红"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""promotion"",""item"":""23"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""8"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""11"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""}]",,,1592103508000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""15865"",""item"":""29"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103516932}]","[{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""24"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""22"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""9"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""12"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""5""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""4""}]",,,1592103509000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""12188"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103510000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""4424"",""item"":""29"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""cart_add"",""item"":""29"",""item_type"":""sku_id"",""ts"":1592103512474},{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103513948}]","[{""display_type"":""promotion"",""item"":""26"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""15"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""5""},{""display_type"":""query"",""item"":""14"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""5""}]",,,1592103511000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""xiaomi"",""is_new"":""1"",""md"":""Xiaomi 9"",""mid"":""mid_269380"",""os"":""Android 11.0"",""uid"":""790"",""vc"":""v2.1.134""}","{""during_time"":""8792"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}","[{""action_id"":""cart_minus_num"",""item"":""15"",""item_type"":""sku_id"",""ts"":1592103516396}]",,,,1592103512000,2020-06-14
